"ID","Mark","Competitor","Nationality","Venue","Date","Event","Gender","State_Dope","Time_S"
981,"43.97","LaShawn Merritt","USA","Eugene (Hayward Field), OR",2014-05-31,"400-metres","men","NULL",43.97
982,"12.46","Kendra Harrison","USA","Birmingham (Alexander), GBR",2016-06-05,"100-metres-hurdles","women","NULL",12.46
983,"12.93","Aries Merritt","USA","Eugene, OR",2012-06-30,"110-metres-hurdles","men","NULL",12.93
984,"12.92","Xiang Liu","CHN","New York City (Icahn), NY",2007-06-02,"110-metres-hurdles","men","NULL",12.92
985,"37.10","Jamaica","JAM","Beijing (National Stadium)",2008-08-22,"4x100-metres-relay","men","NULL",37.1
986,"43.97","Quincy Watts","USA","New Orleans, LA",1992-06-24,"400-metres","men","NULL",43.97
987,"12.88","Xiang Liu","CHN","Lausanne (Pontaise)",2006-07-11,"110-metres-hurdles","men","NULL",12.88
988,"43.97","Larry James","USA","Ciudad de México (Estadio Olímpico)",1968-10-18,"400-metres","men","NULL",43.97
989,"9.85","Richard Thompson","TTO","Port of Spain",2011-08-13,"100-metres","men","NULL",9.85
990,"47.66","Winthrop Graham","JAM","Barcelona (Estadio Olímpico)",1992-08-06,"400-metres-hurdles","men","NULL",47.66
991,"9.84","Yohan Blake","JAM","George Town, CAY",2012-05-09,"100-metres","men","NULL",9.84
992,"49.18","Olga Vladykina-Bryzgina","UKR","Tokyo",1985-09-21,"400-metres","women","NULL",49.18
993,"43.96","Wayde van Niekerk","RSA","Paris Saint-Denis (Stade de France)",2015-07-04,"400-metres","men","NULL",43.96
994,"10.81","Shelly-Ann Fraser-Pryce","JAM","Eugene (Hayward Field), OR",2015-05-30,"100-metres","women","NULL",10.81
995,"44.00","Quincy Watts","USA","Austin, TX",1992-06-06,"400-metres","men","NULL",44
996,"53.22","Deon Hemmings","JAM","Monaco (Stade Louis II)",1997-08-16,"400-metres-hurdles","women","NULL",53.22
997,"43.96","Kirani James","GRN","Paris Saint-Denis (Stade de France)",2013-07-06,"400-metres","men","NULL",43.96
998,"43.96","Michael Johnson","USA","Monaco (Stade Louis II)",1998-08-08,"400-metres","men","NULL",43.96
999,"37.67","United States","USA","Zürich (Letzigrund)",1991-08-07,"4x100-metres-relay","men","NULL",37.67
1000,"37.82","United States","USA","Sydney (Olympic Stadium)",2000-09-29,"4x100-metres-relay","men","NULL",37.82
1001,"13.01","Xiang Liu","CHN","Lausanne (Pontaise)",2007-07-10,"110-metres-hurdles","men","NULL",13.01
1002,"43.94","Michael Johnson","USA","Berlin (Olympiastadion)",1993-08-27,"400-metres","men","NULL",43.94
1003,"19.84","Warren Weir","JAM","London (Olympic Stadium)",2012-08-09,"200-metres","men","NULL",19.84
1004,"43.93","Harry Reynolds","USA","Indianapolis (University Stadium), IN",1988-07-20,"400-metres","men","NULL",43.93
1005,"53.21","Kori Carter","USA","Eugene, OR",2013-06-07,"400-metres-hurdles","women","NULL",53.21
1006,"43.92","Michael Johnson","USA","Eugene, OR",2000-06-24,"400-metres","men","NULL",43.92
1007,"43.91","Harry Reynolds","USA","Atlanta, GA",1996-06-19,"400-metres","men","NULL",43.91
1008,"43.90","Michael Johnson","USA","Madrid",1994-09-06,"400-metres","men","NULL",43.9
1009,"13.02","David Payne","USA","Osaka (Nagai Stadium)",2007-08-31,"110-metres-hurdles","men","NULL",13.02
1010,"43.87","Steve Lewis","USA","Seoul (Olympic Stadium)",1988-09-28,"400-metres","men","NULL",43.87
1011,"48.63","Cathy Freeman","AUS","Atlanta (Olympic Stadium), GA",1996-07-29,"400-metres","women","NULL",48.63
1012,"12.99","Ronnie Ash","USA","Sacramento, CA",2014-06-29,"110-metres-hurdles","men","NULL",12.99
1013,"47.10","Samuel Matete","ZAM","Zürich (Letzigrund)",1991-08-07,"400-metres-hurdles","men","NULL",47.1
1014,"43.86","Lee Evans","USA","Ciudad de México (Estadio Olímpico)",1968-10-18,"400-metres","men","NULL",43.86
1015,"21.66","Merlene Ottey","JAM","Zürich",1990-08-15,"200-metres","women","NULL",21.66
1016,"19.58","Tyson Gay","USA","New York City (Icahn), NY",2009-05-30,"200-metres","men","NULL",19.58
1017,"43.84","Michael Johnson","USA","Sydney (Olympic Stadium)",2000-09-25,"400-metres","men","NULL",43.84
1018,"47.32","Bershawn Jackson","USA","Des Moines, IA",2010-06-26,"400-metres-hurdles","men","NULL",47.32
1019,"10.82","Shelly-Ann Fraser-Pryce","JAM","Eugene (Hayward Field), OR",2010-07-03,"100-metres","women","NULL",10.82
1020,"43.82","Jeremy Wariner","USA","Zürich (Letzigrund)",2008-08-29,"400-metres","men","NULL",43.82
1021,"43.78","Kirani James","GRN","Beijing (National Stadium)",2015-08-26,"400-metres","men","NULL",43.78
1022,"43.75","LaShawn Merritt","USA","Beijing (National Stadium)",2008-08-21,"400-metres","men","NULL",43.75
1023,"49.43","Fatima Yusuf","NGR","Harare",1995-09-15,"400-metres","women","NULL",49.43
1024,"43.74","LaShawn Merritt","USA","Moskva (Luzhniki)",2013-08-13,"400-metres","men","NULL",43.74
1025,"13.01","Dayron Robles","CUB","Shanghai",2007-09-28,"110-metres-hurdles","men","NULL",13.01
1026,"37.58","Jamaica","JAM","Glasgow (Hampden Park)",2014-08-02,"4x100-metres-relay","men","NULL",37.58
1027,"44.02","Kirani James","GRN","Shanghai (SS)",2013-05-18,"400-metres","men","NULL",44.02
1028,"43.68","Michael Johnson","USA","Zürich",1998-08-12,"400-metres","men","NULL",43.68
1029,"43.66","Michael Johnson","USA","Lausanne",1996-07-03,"400-metres","men","NULL",43.66
1030,"43.66","Michael Johnson","USA","Sacramento, CA",1995-06-16,"400-metres","men","NULL",43.66
1031,"43.65","LaShawn Merritt","USA","Beijing (National Stadium)",2015-08-26,"400-metres","men","NULL",43.65
1032,"43.65","Michael Johnson","USA","Stuttgart (Gottlieb-Daimler Stadion)",1993-08-17,"400-metres","men","NULL",43.65
1033,"43.50","Quincy Watts","USA","Barcelona (Estadio Olímpico)",1992-08-05,"400-metres","men","NULL",43.5
1034,"43.45","Jeremy Wariner","USA","Osaka (Nagai Stadium)",2007-08-31,"400-metres","men","NULL",43.45
1035,"47.62","Winthrop Graham","JAM","Barcelona (Estadio Olímpico)",1992-08-05,"400-metres-hurdles","men","NULL",47.62
1036,"44.09","Jerome Young","USA","New Orleans, LA",1998-06-21,"400-metres","men","NULL",44.09
1037,"43.44","Michael Johnson","USA","Atlanta, GA",1996-06-19,"400-metres","men","NULL",43.44
1038,"43.39","Michael Johnson","USA","Göteborg (Ullevi Stadium)",1995-08-09,"400-metres","men","NULL",43.39
1039,"43.18","Michael Johnson","USA","Sevilla (La Cartuja)",1999-08-26,"400-metres","men","NULL",43.18
1040,"19.86","Ato Boldon","TTO","Athína",1999-06-16,"200-metres","men","NULL",19.86
1041,"19.86","Maurice Greene","USA","Stockholm",1997-07-07,"200-metres","men","NULL",19.86
1042,"10.75","Kerron Stewart","JAM","Berlin (Olympiastadion)",2009-08-17,"100-metres","women","NULL",10.75
1043,"19.86","Carl Lewis","USA","Los Angeles, CA",1984-06-21,"200-metres","men","NULL",19.86
1044,"19.86","Donald Quarrie","JAM","Cali",1971-08-03,"200-metres","men","NULL",19.86
1045,"10.77","Ivet Lalova-Collio","BUL","Plovdiv",2004-06-19,"100-metres","women","NULL",10.77
1046,"37.97","Americas","AME","Marrakech (Le Grande Stade)",2014-09-13,"4x100-metres-relay","men","NULL",37.97
1047,"10.62","Florence Griffith-Joyner","USA","Seoul (Olympic Stadium)",1988-09-24,"100-metres","women","NULL",10.62
1048,"41.88","Jamaica","JAM","Berlin (Olympiastadion)",2009-08-22,"4x100-metres-relay","women","NULL",41.88
1049,"19.85","Wallace Spearmon","USA","Berlin (Olympiastadion)",2009-08-20,"200-metres","men","NULL",19.85
1050,"41.98","United States","USA","Osaka (Nagai Stadium)",2007-09-01,"4x100-metres-relay","women","NULL",41.98
1051,"19.85","Konstadínos Kedéris","GRE","München",2002-08-09,"200-metres","men","NULL",19.85
1052,"21.83","Merlene Ottey","JAM","Köln",1991-09-08,"200-metres","women","NULL",21.83
1053,"19.85","Shawn Crawford","USA","Pretoria",2002-04-12,"200-metres","men","NULL",19.85
1054,"19.85","John Capel","USA","Sacramento, CA",2000-07-23,"200-metres","men","NULL",19.85
1055,"19.85","Frank Fredericks","NAM","Stuttgart (Gottlieb-Daimler Stadion)",1993-08-20,"200-metres","men","NULL",19.85
1056,"19.85","Michael Johnson","USA","Edinburgh",1990-07-06,"200-metres","men","NULL",19.85
1057,"9.78","Tyson Gay","USA","London (Crystal Palace)",2010-08-13,"100-metres","men","NULL",9.78
1058,"19.84","Carl Lewis","USA","Los Angeles, CA",1984-06-19,"200-metres","men","NULL",19.84
1059,"19.83","Usain Bolt","JAM","Kingston (NS), JAM",2012-07-01,"200-metres","men","NULL",19.83
1060,"37.71","Jamaica","JAM","Nassau (T. Robinson Stadium)",2014-05-25,"4x100-metres-relay","men","NULL",37.71
1061,"19.82","Wallace Spearmon","USA","New York City (Icahn), NY",2007-06-02,"200-metres","men","NULL",19.82
1062,"19.82","Ato Boldon","TTO","Stockholm",1997-07-07,"200-metres","men","NULL",19.82
1063,"19.82","Frank Fredericks","NAM","Oslo",1996-07-05,"200-metres","men","NULL",19.82
1064,"19.82","Carl Lewis","USA","Sestriere",1988-08-11,"200-metres","men","NULL",19.82
1065,"42.28","South Florida Elite","UND","Austin (Myers Stadium), TX",2006-04-08,"4x100-metres-relay","women","NULL",42.28
1066,"37.76","Jamaica","JAM","Zürich (Letzigrund)",2010-08-19,"4x100-metres-relay","men","NULL",37.76
1067,"19.81","Alonso Edward","PAN","Berlin (Olympiastadion)",2009-08-20,"200-metres","men","NULL",19.81
1068,"19.81","Frank Fredericks","NAM","Fukuoka",1997-09-13,"200-metres","men","NULL",19.81
1069,"19.80","Rasheed Dwyer","JAM","Toronto (CIBC)",2015-07-23,"200-metres","men","NULL",19.8
1070,"43.91","Jeremy Wariner","USA","Paris Saint-Denis",2006-07-08,"400-metres","men","NULL",43.91
1071,"19.80","Yohan Blake","JAM","Kingston (NS), JAM",2012-07-01,"200-metres","men","NULL",19.8
1072,"47.54","Fabrizio Mori","ITA","Edmonton (Commonwealth Stadium)",2001-08-10,"400-metres-hurdles","men","NULL",47.54
1073,"43.49","Michael Johnson","USA","Atlanta (Olympic Stadium), GA",1996-07-29,"400-metres","men","NULL",43.49
1074,"48.82","Jarmila Kratochvílová","TCH","Praha",1983-06-23,"400-metres","women","NULL",48.82
1075,"19.79","Usain Bolt","JAM","Oslo (Bislett)",2013-06-13,"200-metres","men","NULL",19.79
1076,"9.85","Maurice Greene","USA","Roma (Stadio Olimpico)",1999-07-07,"100-metres","men","NULL",9.85
1077,"41.58","United States ""Red""","USA","Cottbus",2009-08-08,"4x100-metres-relay","women","NULL",41.58
1078,"19.78","Yohan Blake","JAM","Monaco (Stade Louis II)",2010-07-22,"200-metres","men","NULL",19.78
1079,"19.78","Tyson Gay","USA","Lausanne (Pontaise)",2007-07-10,"200-metres","men","NULL",19.78
1080,"19.77","Ato Boldon","TTO","Stuttgart",1997-07-13,"200-metres","men","NULL",19.77
1081,"19.82","Warren Weir","JAM","New York City (Icahn), NY",2014-06-14,"200-metres","men","NULL",19.82
1082,"19.76","Tyson Gay","USA","Eugene (Hayward Field), OR",2010-07-03,"200-metres","men","NULL",19.76
1083,"9.85","Mike Rodgers","USA","Eugene (Hayward Field), OR",2011-06-04,"100-metres","men","NULL",9.85
1084,"47.58","Stéphane Diagana","FRA","München",2002-08-09,"400-metres-hurdles","men","NULL",47.58
1085,"53.55","Sabine Busch","GER","Berlin",1985-09-22,"400-metres-hurdles","women","NULL",53.55
1086,"19.76","Tyson Gay","USA","Osaka (Nagai Stadium)",2007-08-30,"200-metres","men","NULL",19.76
1087,"19.75","Carl Lewis","USA","Indianapolis, IN",1983-06-19,"200-metres","men","NULL",19.75
1088,"19.74","Justin Gatlin","USA","Beijing (National Stadium)",2015-08-27,"200-metres","men","NULL",19.74
1089,"19.73","Michael Marsh","USA","Barcelona (Estadio Olímpico)",1992-08-05,"200-metres","men","NULL",19.73
1090,"9.77","Asafa Powell","JAM","Athína (Olympic Stadium)",2005-06-14,"100-metres","men","NULL",9.77
1091,"9.85","Yohan Blake","JAM","Luzern",2012-07-17,"100-metres","men","NULL",9.85
1092,"19.71","Justin Gatlin","USA","Bruxelles (Boudewijnstadion)",2014-09-05,"200-metres","men","NULL",19.71
1093,"37.77","Jamaica","JAM","Nassau (T. Robinson Stadium)",2014-05-25,"4x100-metres-relay","men","NULL",37.77
1094,"19.84","Francis Obikwelu","NGR","Sevilla (La Cartuja)",1999-08-25,"200-metres","men","NULL",19.84
1095,"19.69","Walter Dix","USA","Gainesville, FL",2007-05-26,"200-metres","men","NULL",19.69
1096,"19.68","Justin Gatlin","USA","Monaco (Stade Louis II)",2014-07-18,"200-metres","men","NULL",19.68
1097,"49.29","Charity Opara","NGR","Roma (Stadio Olimpico)",1998-07-14,"400-metres","women","NULL",49.29
1098,"19.68","Usain Bolt","JAM","Thessaloníki",2009-09-13,"200-metres","men","NULL",19.68
1099,"19.83","Usain Bolt","JAM","Ostrava",2008-06-12,"200-metres","men","NULL",19.83
1100,"21.92","Gwen Torrence","USA","Bruxelles",1993-09-03,"200-metres","women","NULL",21.92
1101,"21.88","Evelyn Ashford","USA","Indianapolis, IN",1983-06-19,"200-metres","women","NULL",21.88
1102,"19.67","Usain Bolt","JAM","Athína (Olympic Stadium)",2008-07-13,"200-metres","men","NULL",19.67
1103,"19.66","Michael Johnson","USA","Atlanta, GA",1996-06-23,"200-metres","men","NULL",19.66
1104,"9.85","Tyson Gay","USA","Osaka (Nagai Stadium)",2007-08-26,"100-metres","men","NULL",9.85
1105,"19.63","Usain Bolt","JAM","Lausanne (Pontaise)",2008-09-02,"200-metres","men","NULL",19.63
1106,"19.63","Xavier Carter","USA","Lausanne (Pontaise)",2006-07-11,"200-metres","men","NULL",19.63
1107,"19.62","Tyson Gay","USA","Indianapolis, IN",2007-06-24,"200-metres","men","NULL",19.62
1108,"12.26","Ludmila Engquist","RUS","Sevilla",1992-06-06,"100-metres-hurdles","women","NULL",12.26
1109,"49.23","Tatána Kocembová","TCH","Oslo",1983-08-23,"400-metres","women","NULL",49.23
1110,"19.59","Usain Bolt","JAM","Lausanne (Pontaise)",2009-07-07,"200-metres","men","NULL",19.59
1111,"21.99","Kerron Stewart","JAM","Kingston (NS), JAM",2008-06-29,"200-metres","women","NULL",21.99
1112,"19.58","Usain Bolt","JAM","Lausanne (Pontaise)",2012-08-23,"200-metres","men","NULL",19.58
1113,"19.57","Justin Gatlin","USA","Eugene (Hayward Field), OR",2015-06-28,"200-metres","men","NULL",19.57
1114,"19.56","Usain Bolt","JAM","Kingston (NS), JAM",2010-05-01,"200-metres","men","NULL",19.56
1115,"19.55","Usain Bolt","JAM","Beijing (National Stadium)",2015-08-27,"200-metres","men","NULL",19.55
1116,"47.64","Edwin Moses","USA","Zürich (Letzigrund)",1981-08-19,"400-metres-hurdles","men","NULL",47.64
1117,"19.72","Pietro Mennea","ITA","Ciudad de México",1979-09-12,"200-metres","men","NULL",19.72
1118,"19.40","Usain Bolt","JAM","Daegu (DS)",2011-09-03,"200-metres","men","NULL",19.4
1119,"49.28","Chandra Cheeseborough","USA","Los Angeles, CA",1984-06-19,"400-metres","women","NULL",49.28
1120,"19.30","Usain Bolt","JAM","Beijing (National Stadium)",2008-08-20,"200-metres","men","NULL",19.3
1121,"37.99","United States ""Blue""","USA","Stockholm",2008-07-22,"4x100-metres-relay","men","NULL",37.99
1122,"9.63","Usain Bolt","JAM","London (Olympic Stadium)",2012-08-05,"100-metres","men","NULL",9.63
1123,"19.19","Usain Bolt","JAM","Berlin (Olympiastadion)",2009-08-20,"200-metres","men","NULL",19.19
1124,"10.73","Shelly-Ann Fraser-Pryce","JAM","Berlin (Olympiastadion)",2009-08-17,"100-metres","women","NULL",10.73
1125,"9.85","Asafa Powell","JAM","Oslo (Bislett)",2012-06-07,"100-metres","men","NULL",9.85
1126,"47.37","Edwin Moses","USA","Indianapolis (University Stadium), IN",1988-07-17,"400-metres-hurdles","men","NULL",47.37
1127,"9.84","Trayvon Bromell","USA","Eugene (Hayward Field), OR",2016-07-03,"100-metres","men","NULL",9.84
1128,"13.01","Allen Johnson","USA","Stuttgart (Gottlieb-Daimler Stadion)",2006-09-09,"110-metres-hurdles","men","NULL",13.01
1129,"9.77","Usain Bolt","JAM","Bruxelles (Boudewijnstadion)",2008-09-05,"100-metres","men","NULL",9.77
1130,"9.85","Nesta Carter","JAM","Bruxelles (Boudewijnstadion)",2010-08-27,"100-metres","men","NULL",9.85
1131,"9.85","Asafa Powell","JAM","Shanghai",2009-09-20,"100-metres","men","NULL",9.85
1132,"19.79","Michael Johnson","USA","New Orleans, LA",1992-06-28,"200-metres","men","NULL",19.79
1133,"12.42","Anjanette Kirkland","USA","Edmonton (Commonwealth Stadium)",2001-08-11,"100-metres-hurdles","women","NULL",12.42
1134,"9.85","Asafa Powell","JAM","Roma (Stadio Olimpico)",2006-07-14,"100-metres","men","NULL",9.85
1135,"9.85","Asafa Powell","JAM","Ostrava",2005-06-09,"100-metres","men","NULL",9.85
1136,"12.46","Joanna Hayes","USA","Berlin (Olympiastadion)",2004-09-12,"100-metres-hurdles","women","NULL",12.46
1137,"43.92","LaShawn Merritt","USA","Lausanne (Pontaise)",2014-07-03,"400-metres","men","NULL",43.92
1138,"9.85","Justin Gatlin","USA","Athína (Olympic Stadium)",2004-08-22,"100-metres","men","NULL",9.85
1139,"47.18","Kevin Young","USA","Stuttgart (Gottlieb-Daimler Stadion)",1993-08-19,"400-metres-hurdles","men","NULL",47.18
1140,"9.85","Leroy Burrell","USA","Lausanne (Pontaise)",1994-07-06,"100-metres","men","NULL",9.85
1141,"12.96","Dayron Robles","CUB","Villeneuve-d'Ascq",2008-06-27,"110-metres-hurdles","men","NULL",12.96
1142,"9.84","Asafa Powell","JAM","Kingston (NS), JAM",2015-05-09,"100-metres","men","NULL",9.84
1143,"9.84","Usain Bolt","JAM","Paris Saint-Denis (Stade de France)",2010-07-16,"100-metres","men","NULL",9.84
1144,"9.84","Asafa Powell","JAM","Berlin (Olympiastadion)",2009-08-16,"100-metres","men","NULL",9.84
1145,"9.84","Asafa Powell","JAM","Bruxelles (Boudewijnstadion)",2007-09-14,"100-metres","men","NULL",9.84
1146,"9.76","Usain Bolt","JAM","Kingston (NS), JAM",2008-05-03,"100-metres","men","NULL",9.76
1147,"13.01","Dayron Robles","CUB","Lausanne (Pontaise)",2010-07-08,"110-metres-hurdles","men","NULL",13.01
1148,"9.84","Tyson Gay","USA","Indianapolis, IN",2007-06-22,"100-metres","men","NULL",9.84
1149,"53.14","Yuliya Pechenkina","RUS","Moskva",2006-09-02,"400-metres-hurdles","women","NULL",53.14
1150,"9.84","Tyson Gay","USA","Zürich",2006-08-18,"100-metres","men","NULL",9.84
1151,"9.84","Bruny Surin","CAN","Sevilla (La Cartuja)",1999-08-22,"100-metres","men","NULL",9.84
1152,"9.84","Donovan Bailey","CAN","Atlanta (Olympic Stadium), GA",1996-07-27,"100-metres","men","NULL",9.84
1153,"9.83","Justin Gatlin","USA","Eugene (Hayward Field), OR",2016-07-03,"100-metres","men","NULL",9.83
1154,"9.83","Asafa Powell","JAM","Ostrava (Mestský Stadion)",2010-05-27,"100-metres","men","NULL",9.83
1155,"9.83","Usain Bolt","JAM","Zürich (Letzigrund)",2008-08-29,"100-metres","men","NULL",9.83
1156,"37.93","Great Britain & N.I.","GBR","Nassau (T. Robinson Stadium)",2014-05-25,"4x100-metres-relay","men","NULL",37.93
1157,"9.82","Justin Gatlin","USA","Linz",2014-07-14,"100-metres","men","NULL",9.82
1158,"19.75","Joe DeLoach","USA","Seoul (Olympic Stadium)",1988-09-28,"200-metres","men","NULL",19.75
1159,"9.82","Richard Thompson","TTO","Port of Spain",2014-06-21,"100-metres","men","NULL",9.82
1160,"9.82","Usain Bolt","JAM","Kingston (NS), JAM",2012-05-05,"100-metres","men","NULL",9.82
1161,"9.82","Yohan Blake","JAM","Berlin (Olympiastadion)",2011-09-11,"100-metres","men","NULL",9.82
1162,"9.82","Asafa Powell","JAM","Roma (Stadio Olimpico)",2010-06-10,"100-metres","men","NULL",9.82
1163,"44.10","Gary Kikaya","COD","Stuttgart (Gottlieb-Daimler Stadion)",2006-09-09,"400-metres","men","NULL",44.1
1164,"41.94","Jamaica","JAM","Tokyo (Olympic Stadium)",1991-09-01,"4x100-metres-relay","women","NULL",41.94
1165,"9.81","Asafa Powell","JAM","Paris Saint-Denis (Stade de France)",2015-07-04,"100-metres","men","NULL",9.81
1166,"9.81","Usain Bolt","JAM","Zürich (Letzigrund)",2009-08-28,"100-metres","men","NULL",9.81
1167,"9.80","Justin Gatlin","USA","Lausanne (Pontaise)",2014-07-03,"100-metres","men","NULL",9.8
1168,"9.80","Usain Bolt","JAM","Bruxelles (Boudewijnstadion)",2013-09-06,"100-metres","men","NULL",9.8
1169,"9.80","Justin Gatlin","USA","Eugene, OR",2012-06-24,"100-metres","men","NULL",9.8
1170,"9.80","Steve Mullings","JAM","Eugene (Hayward Field), OR",2011-06-04,"100-metres","men","NULL",9.8
1171,"37.04","Jamaica","JAM","Daegu (DS)",2011-09-04,"4x100-metres-relay","men","NULL",37.04
1172,"40.82","United States","USA","London (Olympic Stadium)",2012-08-10,"4x100-metres-relay","women","NULL",40.82
1173,"47.46","Edwin Moses","USA","Roma (Stadio Olimpico)",1987-09-01,"400-metres-hurdles","men","NULL",47.46
1174,"37.80","United States ""Red""","USA","London (Crystal Palace)",2008-07-26,"4x100-metres-relay","men","NULL",37.8
1175,"19.73","Usain Bolt","JAM","Paris Saint-Denis (Stade de France)",2013-07-06,"200-metres","men","NULL",19.73
1176,"9.84","Tyson Gay","USA","Stockholm (Olympiastadion)",2010-08-06,"100-metres","men","NULL",9.84
1177,"9.79","Usain Bolt","JAM","Oslo (Bislett)",2012-06-07,"100-metres","men","NULL",9.79
1178,"9.79","Usain Bolt","JAM","Paris Saint-Denis",2009-07-17,"100-metres","men","NULL",9.79
1179,"9.79","Maurice Greene","USA","Athína",1999-06-16,"100-metres","men","NULL",9.79
1180,"9.78","Justin Gatlin","USA","Monaco (Stade Louis II)",2015-07-17,"100-metres","men","NULL",9.78
1181,"19.68","Tyson Gay","USA","Stuttgart (Gottlieb-Daimler Stadion)",2006-09-10,"200-metres","men","NULL",19.68
1182,"53.96","Janieve Russell","JAM","Roma (Stadio Olimpico)",2016-06-02,"400-metres-hurdles","women","NULL",53.96
1183,"13.02","Ladji Doucouré","FRA","Paris Saint-Denis",2005-07-01,"110-metres-hurdles","men","NULL",13.02
1184,"9.77","Usain Bolt","JAM","Moskva (Luzhniki)",2013-08-11,"100-metres","men","NULL",9.77
1185,"19.57","Usain Bolt","JAM","Bruxelles (Boudewijnstadion)",2009-09-04,"200-metres","men","NULL",19.57
1186,"9.77","Tyson Gay","USA","Roma (Stadio Olimpico)",2009-07-10,"100-metres","men","NULL",9.77
1187,"49.26","Allyson Felix","USA","Beijing (National Stadium)",2015-08-27,"400-metres","women","NULL",49.26
1188,"9.77","Asafa Powell","JAM","Rieti",2008-09-07,"100-metres","men","NULL",9.77
1189,"13.02","Colin Jackson","GBR","Budapest",1998-08-22,"110-metres-hurdles","men","NULL",13.02
1190,"9.77","Tyson Gay","USA","Eugene, OR",2008-06-28,"100-metres","men","NULL",9.77
1191,"12.44","Damu Cherry","USA","Lausanne (Pontaise)",2006-07-11,"100-metres-hurdles","women","NULL",12.44
1192,"43.94","Kirani James","GRN","London (Olympic Stadium)",2012-08-06,"400-metres","men","NULL",43.94
1193,"9.77","Asafa Powell","JAM","Zürich",2006-08-18,"100-metres","men","NULL",9.77
1194,"9.77","Asafa Powell","JAM","Gateshead (International Stadium)",2006-06-11,"100-metres","men","NULL",9.77
1195,"37.50","United States","USA","Tokyo (Olympic Stadium)",1991-09-01,"4x100-metres-relay","men","NULL",37.5
1196,"9.76","Usain Bolt","JAM","Roma (Stadio Olimpico)",2012-05-31,"100-metres","men","NULL",9.76
1197,"53.88","Debbie-Ann Parris-Thymes","JAM","Edmonton (Commonwealth Stadium)",2001-08-06,"400-metres-hurdles","women","NULL",53.88
1198,"9.82","Asafa Powell","JAM","Monaco (Stade Louis II)",2008-07-29,"100-metres","men","NULL",9.82
1199,"9.76","Usain Bolt","JAM","Bruxelles (Boudewijnstadion)",2011-09-16,"100-metres","men","NULL",9.76
1200,"9.75","Yohan Blake","JAM","Kingston (NS), JAM",2012-06-29,"100-metres","men","NULL",9.75
1201,"9.74","Asafa Powell","JAM","Rieti (Guidobaldi)",2007-09-09,"100-metres","men","NULL",9.74
1202,"9.72","Asafa Powell","JAM","Lausanne (Pontaise)",2008-09-02,"100-metres","men","NULL",9.72
1203,"9.72","Usain Bolt","JAM","New York City (Icahn), NY",2008-05-31,"100-metres","men","NULL",9.72
1204,"9.71","Tyson Gay","USA","Berlin (Olympiastadion)",2009-08-16,"100-metres","men","NULL",9.71
1205,"9.69","Yohan Blake","JAM","Lausanne (Pontaise)",2012-08-23,"100-metres","men","NULL",9.69
